lon,lat,residents,age_0_24,age_25_64,dwellings
-8.351664,41.507251,46,16,26,16
-8.322263,41.507737,56,20,34,18
-8.382469,41.505314,45,7,32,15
-8.363331,41.50701,6,1,3,2
-8.375544,41.506756,36,7,19,14
-8.251549,41.508319,48,7,27,18
-8.32107,41.507798,81,24,51,28
-8.342973,41.506484,44,8,23,18
-8.256196,41.507362,76,20,45,29
-8.232375,41.532311,8,0,7,3
-8.30932,41.533718,3,1,2,1
-8.302776,41.534848,17,4,12,6
-8.324825,41.533308,0,0,0,0
-8.365982,41.532047,0,0,0,0
-8.359244,41.532494,0,0,0,0
-8.351834,41.534613,0,0,0,0
-8.263915,41.535002,4,1,3,2
-8.341911,41.534663,0,0,0,0
-8.348046,41.378765,67,12,33,27
-8.331544,41.379729,71,11,38,31
-8.340448,41.382162,49,9,23,21
-8.34436,41.381425,99,18,54,41
-8.334689,41.381556,60,9,38,24
-8.331031,41.382043,61,14,33,19
-8.377214,41.380056,77,19,44,26
-8.337395,41.382489,87,13,23,16
-8.382757,41.379777,51,18,28,16
-8.331742,41.381309,37,9,21,14
-8.351513,41.381393,19,1,11,8
-8.281439,41.453111,72,23,42,28
-8.3356,41.452231,20,5,8,6
-8.266978,41.452884,91,19,44,39
-8.278739,41.453292,131,48,73,41
-8.340141,41.451842,59,16,35,17
-8.299076,41.452198,60,5,28,28
-8.34308,41.492918,35,6,19,14
-8.356127,41.492493,1,0,0,1
-8.338123,41.495283,49,14,26,18
-8.363437,41.49396,48,9,28,17
-8.367378,41.493967,47,13,25,18
-8.348806,41.495504,38,6,11,16
-8.351925,41.495155,13,4,5,5
-8.313452,41.495079,14,1,8,7
-8.364906,41.385571,9,3,4,3
-8.346084,41.384102,50,10,24,22
-8.279159,41.452292,90,15,56,38
-8.274152,41.452683,151,18,90,59
-8.305503,41.452021,149,53,87,52
-8.267454,41.451289,65,18,27,23
-8.249751,41.449255,21,3,13,9
-8.273627,41.452876,148,20,74,58
-8.30343,41.452231,91,26,58,31
-8.314189,41.451533,128,42,75,40
-8.382048,41.374742,32,3,22,16
-8.316993,41.438011,252,54,166,106
-8.34324,41.525462,19,0,12,9
-8.332621,41.493015,60,10,35,22
-8.324494,41.49382,44,10,22,16
-8.321834,41.496623,68,24,39,21
-8.360785,41.496144,51,12,25,21
-8.338831,41.494828,97,18,49,36
-8.356623,41.495967,55,9,35,17
-8.325371,41.496471,96,27,51,33
-8.326303,41.497409,36,11,15,10
-8.354538,41.496511,47,5,21,22
-8.343545,41.383247,57,9,27,25
-8.363078,41.381136,59,10,37,22
-8.373407,41.384636,43,10,26,12
-8.372815,41.382833,61,16,37,19
-8.32713,41.382977,1,0,1,1
-8.368785,41.38412,45,7,33,12
-8.370642,41.385203,30,2,12,13
-8.283878,41.452268,132,33,81,47
-8.275886,41.453203,19,1,10,8
-8.295185,41.452355,136,41,83,48
-8.251113,41.452662,65,20,38,21
-8.260142,41.451772,39,12,22,11
-8.345789,41.493158,100,22,50,41
-8.255175,41.492524,38,6,27,12
-8.315552,41.491793,103,27,58,32
-8.330614,41.491293,0,0,0,0
-8.352749,41.494227,51,15,28,19
-8.293036,41.492628,30,5,11,11
-8.336897,41.493554,65,15,31,23
-8.360779,41.493669,91,25,47,32
-8.312603,41.49338,53,11,30,19
-8.251763,41.492944,61,7,41,23
-8.337181,41.494824,47,9,25,15
-8.361824,41.494216,47,8,23,17
-8.331446,41.492236,38,10,18,15
-8.340094,41.382986,58,7,29,25
-8.369505,41.381434,43,16,22,14
-8.372261,41.385794,29,6,14,10
-8.335261,41.384583,99,22,55,36
-8.371391,41.386511,34,4,12,12
-8.361977,41.385543,71,17,44,21
-8.340824,41.385672,111,26,61,40
-8.275419,41.38612,37,10,21,13
-8.367868,41.386512,47,9,24,22
-8.344012,41.38695,78,16,44,32
-8.268502,41.38527,11,2,5,4
-8.3485,41.385916,92,23,54,27
-8.341383,41.387753,83,17,57,29
-8.337507,41.3869,59,11,35,21
-8.274873,41.38746,38,10,24,13
-8.361383,41.387784,23,4,9,10
-8.37497,41.387031,80,16,49,28
-8.353773,41.385267,37,7,19,12
-8.364191,41.387776,43,11,20,15
-8.369473,41.387913,269,59,126,71
-8.344756,41.389107,50,9,33,18
-8.274234,41.389544,45,8,28,18
-8.356712,41.386504,45,11,24,17
-8.27244,41.388222,49,15,31,17
-8.346236,41.389415,36,4,23,13
-8.367152,41.388356,49,10,34,16
-8.336172,41.389025,74,12,40,31
-8.340351,41.389396,90,34,55,28
-8.375896,41.389627,82,21,51,27
-8.362718,41.522539,35,12,21,12
-8.274596,41.391115,72,15,43,25
-8.37342,41.391754,32,6,17,13
-8.347759,41.390733,33,6,19,13
-8.35439,41.391176,0,0,0,0
-8.377129,41.391999,65,13,41,23
-8.330517,41.392268,56,10,33,20
-8.351997,41.391627,28,9,17,6
-8.331852,41.392329,49,7,26,18
-8.269445,41.390969,45,9,32,15
-8.327954,41.392919,65,11,37,24
-8.271904,41.39293,52,14,29,17
-8.333557,41.393464,75,21,39,29
-8.33277,41.382944,68,18,35,24
-8.274716,41.393378,27,6,15,10
-8.289734,41.391075,11,5,6,3
-8.377517,41.393735,31,6,17,12
-8.353416,41.393972,46,7,33,17
-8.333478,41.394662,57,16,34,19
-8.365067,41.391859,95,28,54,34
-8.277258,41.392673,64,18,37,23
-8.332922,41.39491,28,8,13,11
-8.372012,41.394667,38,13,18,12
-8.326841,41.394682,21,2,12,10
-8.350918,41.394322,51,10,37,16
-8.365862,41.395647,34,10,15,12
-8.34467,41.39558,69,17,40,25
-8.379582,41.443803,66,15,43,26
-8.300105,41.448124,109,35,57,36
-8.278013,41.445556,134,44,74,49
-8.347763,41.428139,23,3,10,13
-8.349922,41.425409,83,25,49,30
-8.323074,41.415232,66,23,41,20
-8.356022,41.433008,82,17,38,31
-8.275677,41.472076,77,22,49,23
-8.209949,41.559101,5,0,4,1
-8.369869,41.371996,27,5,18,9
-8.355148,41.482027,35,4,19,15
-8.310128,41.527725,33,6,21,13
-8.325628,41.465836,74,15,37,26
-8.29063,41.397382,107,18,68,41
-8.326685,41.46321,79,21,49,25
-8.346974,41.486354,367,93,223,137
-8.316642,41.439181,101,10,57,47
-8.329819,41.434462,29,4,22,12
-8.30597,41.532926,21,5,10,8
-8.259418,41.483455,23,3,9,9
-8.339216,41.446936,28,6,15,11
-8.363241,41.407394,65,11,37,22
-8.379495,41.395233,60,8,27,28
-8.340542,41.485422,35,4,21,13
-8.313436,41.415607,94,18,53,32
-8.328818,41.5133,35,12,19,12
-8.293012,41.44637,45,13,24,17
-8.372092,41.390165,47,9,26,18
-8.298791,41.494487,69,19,42,24
-8.39481,41.368262,4,1,1,3
-8.357631,41.424439,164,49,101,55
-8.323385,41.528406,36,8,17,14
-8.333872,41.379773,30,4,17,14
-8.254733,41.489079,56,19,34,20
-8.350338,41.469621,45,9,26,18
-8.355678,41.476457,129,22,71,45
-8.361184,41.4803,136,21,56,35
-8.326128,41.458418,2,0,2,1
-8.358706,41.39186,46,10,27,16
-8.345091,41.420685,77,15,41,27
-8.288944,41.431073,110,25,58,40
-8.252991,41.43106,71,19,44,25
-8.305957,41.471117,20,6,12,7
-8.316682,41.456969,63,15,39,18
-8.313793,41.455454,201,55,129,70
-8.374342,41.400837,26,6,13,10
